,Hotel_Name,Review,Review_Consensus
4017,The Park Grand London Paddington, The facilities are not that much there is no refrigerator or iron I reserve a room with 2 single beds but there are no rooms with single beds in the hotel ,negative
4018,The Park Grand London Paddington, Location breakfast ,positive
4019,The Park Grand London Paddington, On arrival we were given a basement room where there was no mobile phone reception and wifi also poor because it was underground and attitude of reception staff was v rood and not helpfull at all despite I was with family no adjoining rooms were not allocated even after the request reception staff flatly refused and they always refers to talk to booking com However we were given 2 rooms on second day due to pressure Most dissapointing part was the attitude of staff male and female both were rood Sujith,negative
4020,The Park Grand London Paddington, In love with the way staff treat me food is very tasty and wide variety for a breakfast Room is always being cleaned Good internet service on higher floors ,positive
4021,The Park Grand London Paddington, Small room bathroom spaces,negative
4022,The Park Grand London Paddington, We had a basement room which seemed a bit strange at first but it was SO QUIET and that allowed us to rest ,positive
4023,The Park Grand London Paddington, The underfloor heating in the bathroom was a bit hot but better than none There was only 1 bedside table ,negative
4024,The Park Grand London Paddington, The air condition is very good Clean and tidy room The staff are friendly and helpful Lots of Italian restaurants around and I found 3 local shops nearby ,positive
4025,The Park Grand London Paddington, I think some bedrooms are quiet small but if only stay for one or two days is OK ,negative
4026,The Park Grand London Paddington, The bed was very comfortable no noise and a short walk to the tube shower was lovely and powerful ,positive
4027,The Park Grand London Paddington, Felt the staff could be friendlier accent was hard to understand hotel is a little tatty and our deluxe double was tiny no wardrobe space except to hang 3 shirts nothing for dresses etc also was my birthday and my boyfriend proposed staff had been informed and nothing was supplied as a congratulations ,negative
4028,The Park Grand London Paddington, I liked the area and location I was in,positive
4029,The Park Grand London Paddington, The fact that I wanted to extend the stay which they were unable to do where as when I rang them before leaving I was told I could So then I had no choice but to pay extra I felt the staff was useless ,negative
4030,The Park Grand London Paddington, The staff at the bar was not really qualified WE ordered a bottle of Prosecco but instead of pouring the first glass as one would expect the just left informing us 10 minutes later that WE would need to pay as they are closing We got a room in the basement which is considering the price I would have liked to know prior to my stay ,negative
4031,The Park Grand London Paddington, The English breakfast is good and the Junior suite is quite big and on the upper floor My parents and I had a really great time in London ,positive
4032,The Park Grand London Paddington, Not sure it was the problem of the hotel or booking com The triple room I booked was canceled due to inefficient credit card I provided However the card is totally fine when I checked in to the hotel This cost a great trouble during our first night in the hotel ,negative
4033,The Park Grand London Paddington, 3 times I have problem one time gave room in basement then transfer me to anthor hotel one they cancel my booking before 18 then transfer another hotel one tome we spent full night without ac ang evening team can not do any thing staff nice but no authority every thing the have to back to central,positive
4034,The Park Grand London Paddington, As mentioned staff have no authority to help the guest always they have to back the main office,negative
4035,The Park Grand London Paddington, very close to tube this was practical ,positive
4036,The Park Grand London Paddington, they gave us a room in the basement then when we wanted to change we had to wait more than one hour we were there at 8 pm don t know they did this because was a late arrival But it was a very bad beginning and not easy to get over because the second room provided had a window over a climatisation area and was very noisy 24 hour ,negative
4037,The Park Grand London Paddington, Value for money,positive
4038,The Park Grand London Paddington, The first girl on reception was a bit over the top the rest of the staff were lovely I was over charged for two extra nights I just emailed hoping to get a refund,negative
4039,The Park Grand London Paddington, Breakfast was lovely xxxxxx,positive
4040,The Park Grand London Paddington, First room 802 was under the dining room and was extremely noisy scrapping of chairs on the floors woke Up by the noise Did complain and the staff who were very very helpful moved us to a room that was smaller but quieter so we had a very nice sleep,negative
4041,The Park Grand London Paddington, Excellent location and friendly staff ,positive
4042,The Park Grand London Paddington, The gym is in the basement floor at the end of a long corridor Not so encouraging to use because of its location ,negative
4043,The Park Grand London Paddington, Nothing much likeable about this place,positive
4044,The Park Grand London Paddington, Bedroom was like a walk in wardrobe Staff had very limited English Wasn t asked if I slept well on either nights Room had a loud running water noise all night Premier inn hotels are x20s better,negative
4045,The Park Grand London Paddington, the bathroom was quite big location was very convenient,positive
4046,The Park Grand London Paddington, the room was at the back of the hotel and the window was looking at another guests window poor light ng was coming through it was like a dungeon ,negative
4047,The Park Grand London Paddington, The staff were all exceptionally pleasant polite helpful and attentive The hotel was sparkling clean and stylishly decorated throughout The Handy device is a great idea ,positive
4048,The Park Grand London Paddington, Nothing ,negative
4049,The Park Grand London Paddington, We were going to the hyde Park British summer time festival so this hotel was in a good location and very close to tube station Staff were very polite and helpful On our first day we were up and out too early for breakfast so the hotel did provide us with a take away breakfast which was good enough and on the Sunday we had breakfast in the hotel it was lovely good variety ,positive
4050,The Park Grand London Paddington, The room was very small for the price and the wet room toilet was very very small so if you had a shower it would get the whole floor wet The room was hot and we could only open the windows about 2 inches ,negative
4051,The Park Grand London Paddington, The staff in room service over the phone were rude the bathroom was a wet room which flooded everytime you had a shower as the plug was blocked the room was very small just big enough for a double bed ,negative
4052,The Park Grand London Paddington, Easy access to Paddington Station and Kensington Park Off main roads in residential area ,positive
4053,The Park Grand London Paddington, Bathroom was ridiculously small and tight Shower sprayed all over the small floor making it slippery as did the tiny sink The rooms are faded and dated and didn t strike me as very clean Would not book here again ,negative
4054,The Park Grand London Paddington, Great staff friendly and helpful good size room for location,positive
4055,The Park Grand London Paddington, Maybe some better refreshments in the room instead of wine but other than that couldn t fault it ,negative
4056,The Park Grand London Paddington, The fresh flakey pastries each morning were great ,positive
4057,The Park Grand London Paddington, Didn t appreciate the small room originally allocated given I was staying 7 nights Had issues with the bathroom of the new room allocated as well but friendly staff sorted it out ,negative
4058,The Park Grand London Paddington, I hated the fact that there was no Lip on the shower the entire bathroom was wet after one of us had a shower never saw this in a hotel before The room was very small for a so called deluxe double The hair conditioner was never replaced ,negative
4059,The Park Grand London Paddington, We were upgraded to Junior Suite,positive
4060,The Park Grand London Paddington, Check in seemed unnecessarily fussy in terms of things that needed a signature I ve checked in to other hotels through bookings com before and hardly needed to sign anything on arrival Also although I didn t go in to the club room it didn t look anything special through the windows and certainly nothing worth upgrading your room to have access to I didn t see the point of it ,negative
4061,The Park Grand London Paddington, Stall were all very friendly and couldn t do enough to please Excellent service all round Room was clean and well presented and everything you require was at hand ,positive
4062,The Park Grand London Paddington, All good nothing to dislike ,negative
4063,The Park Grand London Paddington, Very clean nice facilities,positive
4064,The Park Grand London Paddington, We were given a twin beds pushed together that kept separating whenever someone went near the middle and also were given a room in the basement had a frosted window so there was some natural light but not able to open it or have a view Asked for both things to be fixed and the staff were unable to do anything except put a sheet over the two beds Staff were generally unhelpful and snooty no information given at check in,negative
4065,The Park Grand London Paddington, Breakfast was good and hotel short walk from tube and many sites ,positive
4066,The Park Grand London Paddington, As a family of three we needed the fold out bed which was really uncomfortable The head lower than feet and a metal bar could felt across back ,negative
4067,The Park Grand London Paddington, i loved how the rooms were designed i can say it was the most hotel room i ever liked i was amazed by the bathroom floor as it was heated so your feet won t feel cold they provide for each room a cell phone with free internet national calls and international calls for selected countries near by most attractions friendly staff ,positive
4068,The Park Grand London Paddington, there was no plug beside the bed for charging my phone ,negative
4069,The Park Grand London Paddington, I asked for gluten free bread and felt happy that it was available The location was good specially to paddington station if you want to use heathrow express ,positive
4070,The Park Grand London Paddington, I requested a tomato soup in the evening from the bar The service was very bad the place was empty but they took ages to bring the soup It was awaful soup the worse I ever tried just a red color with heavy layer of fat with no taste disgusting For dinner eat outside the hotel there are acceptable resturants around the area ,negative
4071,The Park Grand London Paddington, Friendly staff quiet location good value clever storage facilities in room Convenient to restaurants transport ,positive
4072,The Park Grand London Paddington, Couldn t see a hairdryer but didn t ask so it may have been available ,negative
4073,The Park Grand London Paddington, Staff were extremely pleasant and accommodating We were first given a room on the first floor room starting with 1 basement requested a higher floor and were moved on night two to a room on the second floor starting with a 4 for the rest of our stay They were apologetic for not being able to move us on the first night but it was not an issue as we were wiped out from traveling and the beds were extremely comfy First room was nice but very small although the loo was sizeable Second room was more spacious and equally as clean We happened to visit during a warm spell July 20 25 16 and they provided us with ice promptly every evening upon our return Great perk to have a real kettle in the room Good water pressure in the shower mini shampoo etc provided if you forget don t want to bring your own We brought our own power converter but underestimated usage The lovely ladies at the front desk handed over an extra no deposit required Bellman so sorry I cannot remember his name from Bulgaria was so incredibly nice He truly went above and beyond Location an easy walk to both Lancaster Gate tube and Paddington Station A bit off the beaten track which was nice because it was very quiet ,positive
4074,The Park Grand London Paddington, A C in lobby was not operational during check in but not the fault of staff Felt badly for them as we were soon ensconced in our a c room ,negative
4075,The Park Grand London Paddington, Spacious room staff were polite ,positive
4076,The Park Grand London Paddington, A lot of chipped and broken furniture Not much room in restaurant for a busy hotel Television was confusing to operate Loud air conditioning ,negative
4077,The Park Grand London Paddington, Location is good Close to the tube and to citibike stations ,positive
4078,The Park Grand London Paddington, At the location we booked they said there were issues with the room so we had to go to a different location something this hotel seems to do a lot looking at the other reviews The other location was just around the corn we but the room we were given was definitely not the size we booked ,negative
4079,The Park Grand London Paddington, No curtains in room and staff very unhelpful when told about them told we should have complained the night before but we did not notice as it was late when we got to the room Staff refused to deal with the complaint ,negative
4080,The Park Grand London Paddington, The staff were very helpful and despite our very late arrival they ensured we had food and were well settled The room was good and very quiet,positive
4081,The Park Grand London Paddington, Nothing It was all very good,negative
4082,The Park Grand London Paddington, Staff very friendly room was a bit small but very clean and so comfortable Location were just nice 6 walking to the Lancaster gate station or bus stop or to Paddington station Super nice neighborhood ,positive
4083,The Park Grand London Paddington, N a,negative
4084,The Park Grand London Paddington, Bedrooms are way too small also double beds of three quarter beds Booking show you photographs for their larger rooms for their standard double rooms,negative
4085,The Park Grand London Paddington, Hotel staff were very welcoming and helpful Room was large with bonus of fridge microwave which would have been great if stopping longer Superb freshly cooked breakfast ,positive
4086,The Park Grand London Paddington, The Handy phone was a nice touch ,positive
4087,The Park Grand London Paddington, Called up hotel to ask if I could leave a bag two days prior to check in and was informed this was OK On coming to the hotel I was informed I could not do so I would not have minded if I was given the correct information when I first called Secondly the receptionist on duty did not handle the situation well she was unsympathetic and said I may have misunderstood what was told to me by phone implying either I do not understand simple English or perhaps am too stupid to understand The halogen lights in the room are too bright and glaring ,negative
4088,The Park Grand London Paddington, Everything was great except the room is quite small for a couple very difficult to get around the bed The room was very clean and well attended to ,positive
4089,The Park Grand London Paddington, I got absolutely nothing to complain about this hotel Booked a club room Big space very clean room great location The staff there is very friendly and helpful ,positive
4090,The Park Grand London Paddington, None,negative
4091,The Park Grand London Paddington, Beautiful old hotel Top class staff capable of dealing with all kinds of requests or minor issues Delicious food and professional breakfast service I m very pleased with my stay in the hotel ,positive
4092,The Park Grand London Paddington, Noisy old floor,negative
4093,The Park Grand London Paddington, Clean friendly staff and great free wi fi ,positive
4094,The Park Grand London Paddington, The room was just a bit compact Fine for a solo traveler but I wouldn t have wanted to be sharing Although having said that the bed was very comfy ,negative
4095,The Park Grand London Paddington, Excellent choice at breakfast very friendly staff bed very comy reception staff very helpful Would DEFINeTLY stay sgain,positive
4096,The Park Grand London Paddington, Wardrobe space could have been bigger,negative
4097,The Park Grand London Paddington, Bed was comfy shower a decent size Room cleaned daily ,positive
4098,The Park Grand London Paddington, Room was very small and the wardrobe is only about 4 inches deep within a wall panel the bedside table below it made it very difficult to reach If only there for a night this would be acceptable but there was 2 of us for 4 nights This was described as a deluxe room and was told be reception staff that you need to book a club room to get anything bigger ,negative
4099,The Park Grand London Paddington, Convenient and was close to my meeting ,positive
4100,The Park Grand London Paddington, Room and shower room very small Shower room was pointless as water just went everywhere and had to use all the towels to dry so that I could continue using facilities Lady serving drinks in bar was not qualified to serve as had no idea how to mix certain drinks ,negative
4101,The Park Grand London Paddington, Breakfast was good Staff very attentive ,positive
4102,The Park Grand London Paddington, Didn t like the first bedroom we were put in was in the basement dark and claustrophobic Given a better room on 2nd floor Breakfast room was bit small and very warm ,negative
4103,The Park Grand London Paddington, Staff were superb especially Mr Joy who treated our girls very well Well located equidistant between Paddington and Lancaster Gate tube stations ,positive
4104,The Park Grand London Paddington, firm pillows,negative
4105,The Park Grand London Paddington, clean tidy good location,positive
4106,The Park Grand London Paddington, left my earrings behind called half an hour after check out the room hadn t been cleaned it was 5 minutes later but they couldn t find the earrings I saw them before leaving and believe they were taken,negative
4107,The Park Grand London Paddington, Very small room the shower room could have been a lot cleaner as it was a wet room but very small the water covered the floor so using the toilet after someone had showered was very very slippery ,negative
4108,The Park Grand London Paddington, Really good location but nice quiet street even though in the centre of London We had a really quiet room All facilities you would expect ,positive
4109,The Park Grand London Paddington, The breakfast was crowded the restaurant small and food wasn t piping hot We were advised of WiFi but this wan t available in our room as was in the basement meaning we had no phone signal either not all bad ,negative
4110,The Park Grand London Paddington, Great location for Hyde Park concerts The room was clean and had everything we needed Reception helpful and attentive ,positive
4111,The Park Grand London Paddington, Room was a little small and 2 nights was enough ,negative
4112,The Park Grand London Paddington, Staff is very friendly and helpful Excellent job from all the people working there from the restaurant to the reception Flawless Food was good as well ,positive
4113,The Park Grand London Paddington, Rooms on the 4th floor are extremely small You have to wait in line to have breakfast the space where they serve breakfast is claustrophobic ,negative
4114,The Park Grand London Paddington, We loved how close the hotel was to the Metro station yet still tucked away in a quiet area When we wanted to go out for a meal or to sightsee we only had to walk down the street ,positive
4115,The Park Grand London Paddington, The layout of the room was a bit awkward Otherwise our stay was lovely and we were very pleased with the accommodation ,negative
4116,The Park Grand London Paddington, Only stay here if a loud fan in the room does not bother you Even when I switched it off it was still really noisy The result minimal sleep Not ideal when all you want is a peaceful nights sleep ahead of a busy day ,negative
4117,The Park Grand London Paddington, Staff were friendly warm and efficient Beds super comfortable Proper hair dryer with no need to keep your finger on the trigger convenient location ,positive
4118,The Park Grand London Paddington, What s not to like ,negative
4119,The Park Grand London Paddington, Pastries fruit were very good and fresh with good selection,positive
4120,The Park Grand London Paddington, Hot breakfast didn t look very good very pale scrambled eggs not quite up to the standard of the rest of the hotel and breakfast Very limited wardrobe space ,negative
4121,The Park Grand London Paddington, The bed was extremely comfortable and the deluxe double room was just fine for a solo traveler although I think it would be a little small for two people ,positive
4122,The Park Grand London Paddington, The continental breakfast was a bit too expensive ,negative
4123,The Park Grand London Paddington, I asked the desk person to order taxi for certain time but because tube down no taxis The person should have let me know right away unable to book taxi as had plenty of time instead I had to run with all my luggage and missed my bus Cost me additional money to get next bus ,negative
4124,The Park Grand London Paddington, They provided a free smart phone for use during our stay including free phone calls to the US It was loaded with maps and dining shopping information Room was clean and very comfortable Staff excellent Quiet location Great pub down the street The Mitre Check out the basement bar there Mary s Place Character and history very cool Close to the tube and Paddington ,positive
4125,The Park Grand London Paddington, Breakfast too expensive ,negative
4126,The Park Grand London Paddington, Comfortable clean and quiet Staff were very friendly and helpful ,positive
4127,The Park Grand London Paddington, More coffee sachets and some juice soft drinks in the empty mini bar would have been good ,negative
4128,The Park Grand London Paddington, Size of room for 3people and excellent location close to Hyde park,positive
4129,The Park Grand London Paddington, Got there at 12 15 to leave bags was told Room would be ready for 1 30 when we came back to hotel at 14 00 was not ready and had to wait another 15 minutes,negative
4130,The Park Grand London Paddington, Everything about our stay was really great The staff were super attentive and extremely helpful The extra touch with the free wi fi enabled smart phone which was available for guests to take out and about during their stay with free national and international calls was a very pleasant suprise and a really well thought through extra ,positive
4131,The Park Grand London Paddington, Ideal location for us Excellent staff attentive and professional ,positive
4132,The Park Grand London Paddington, The room we were in only had a view of rooms across the other side of the building ,negative
4133,The Park Grand London Paddington, big fluffy bed modern refurbished look excellent service with bag handlers short way to metro Trainstation ,positive
4134,The Park Grand London Paddington, bigger dining area for breakfast breakfast queus where possible if you are not an early bird this may be partially solved by recommending breakfast in bed for guests ,negative
4135,The Park Grand London Paddington, How can my score be a 4 2 Now that I know that I m not surprised that I believed your reviews were good when in fact the property is terrible ,positive
4136,The Park Grand London Paddington, Beds are terrible Lumps and tilting Building is run down,negative
4137,The Park Grand London Paddington, Location,positive
4138,The Park Grand London Paddington, I was moved to this hotel on checking into my original hotel Receptionist informed me that because of the change I was going to get breakfast inc when I went to the room I had been allocated it was very small in comparison to my original room I had booked I was disappointed and told staff who informed me that it was the only room available but I could check with her again in the morning Breakfast was ok but a very small area to move around in Think I was probably overcharged as well ,negative
4139,The Park Grand London Paddington, I liked the staff in the restaurant very warm and efficient ,positive
4140,The Park Grand London Paddington, My bag was stolen from the hotel lobby and that speaks a lot on poor management and lack of security It took the hotel half an hour to view the cctv footage and i think the response from the management was atrocious I lost a lot of money and as a traveler it was a nightmare to be in an alien city without any help from the management The management did not even apologies for what has happened I would advise Booking com to withdraw the hotel from their system and also advise travellers to not to stay at this hotel Imagine a bag being stolen from the lobby of the hotel Very poor attitude and shockingly unbelievable behaviour ,negative
4141,The Park Grand London Paddington, Bed is comfy and the room is clean The ac is adjustable which is very good,positive
4142,The Park Grand London Paddington, The staff is unorganised I ve booked the hotel through booking com and I ve paid for the room in advanced The staff kept on letting me put in my card again and again thinking that I haven t pay yet Which made me late for the meeting Also I ve arrived an hour later than the time they set for the check in and my room is still not ready ,negative
4143,The Park Grand London Paddington, Nothing at all I am a frequent traveller and this stay was definitely my worst nightmare Disgusting by all means Kindly avoid avoid avoid things cannot be worse,positive
4144,The Park Grand London Paddington, 1 I booked a deluxe room a couple with 6 months infant and noted my late check in by calling the hotel Upon arrival no one helped us with the babystroller and our 3 bags receptionist was looking and waiting 2 we have been given a room that is just a door and you directly must hop on the bed I doubt if it is suitable for human being though we have an infant and I ve been told ooh ok that was our last room sleep and squeeze your baby and tomorrow we give you another one 3 in that room no refrigerator to keep my baby s milk and food I guess that is illegal and no one cares 4 there is no shampoos no soap nothing at all a blocked sink 5 next day another room and offered me a breakfast to please us after I spent the night sleeping under the bed to give a space to my child 6 I just had a look at the breakfast sorry this is not something to offer I moved away immediatly 7 The hotel is outdated and rubbish 8 They took extra booking price compred to the one I see on booking with a difference of 100 USD,negative
4145,The Park Grand London Paddington, Good location and the free use of a mobile handy with maps underground free int and local calls fantastic ,positive
4146,The Park Grand London Paddington, The room was slightly cramped There was an unnecessary mix up with the registration which resulted in our getting a smaller room but had free breakfast thrown in instead ,negative
4147,The Park Grand London Paddington, The hotel good location and clean but some staff very badly with me really I surprised from them They should be more professional and helper all coustmers they need more study and qualify in field hotel business Bcz the price increasing more that 150 that not accepted in any hotels and countries special in UK we like UK Thanks,positive
4148,The Park Grand London Paddington, The hotel good location and clean but some staff very badly with me really I surprised from them They should be more professional and helper all coustmers they need more study and qualify in field hotel business Bcz the price increasing more that 150 that not accepted in any hotels and countries special in UK we like UK Thanks,negative
4149,The Park Grand London Paddington, Breakfast was good and staff very friendly I really loved that each room has a Smartphone with unlimited calls and internet in London for your personal use if you feel like taking it out Room was very clean and bedding seemed new or in very good condition ,positive
4150,The Park Grand London Paddington, Bathroom was very tiny ,negative
4151,The Park Grand London Paddington, Due to some technical problems at the Park Grand hotel we were rebooked to a neighboring property Paddington Court hotel We were very much impressed by the very helpful and friendly staff at the front desk the bar the restaurant and the concierge Special thanks to Sara at the front desk for helping with all the transportation arrangements that we needed ,positive
4152,The Park Grand London Paddington, The breakfast area seemed to be too small to accommodate all the guests Every time we came there was a waiting time to be seated However well managed by the staff ,negative
4153,The Park Grand London Paddington, Bed was ridiculously comfy I wanted to take it home Friendly staff Just a little outside of the centre but nothing a tube ride can t fix Also they gave us a free upgrade to a twin queen room ,positive
4154,The Park Grand London Paddington, Maybe a little nicer view For 2 nights though no grumbles ,negative
4155,The Park Grand London Paddington, Staff was attentive and Jr Suite was spacious Proximity to Paddington Station was short walk ,positive
4156,The Park Grand London Paddington, View from room was of a wall looking at another part of the building ,negative
4157,The Park Grand London Paddington, Clean refurbished and friendly staff Breakfast was good ,positive
4158,The Park Grand London Paddington, We ended up in a very small room up many flights of stairs even by London standards and no one ever came to fix the TV Because we were relocated to the attic we did get free breakfasts ,negative
4159,The Park Grand London Paddington, Absolutely superb location on the doorstep of Kensington Gardens and close to Notting Hill ,positive
4160,The Park Grand London Paddington, The room was very compact and the bathroom was a space saving wet room a bit of a squash for 2 people but manageable for a couple of nights ,negative
4161,The Park Grand London Paddington, The bed was very comfortable Room was quite big with enough space to move around It was also very silent no noise from outside or other rooms Location was fabulous very nice area and near two metro stations very close to the park for daily morning exercise,positive
4162,The Park Grand London Paddington, Bathroom was small and with few shelves or places where to put personal stuff such as combs cream shaver etc Room lights were poor no night lights for raeding Hair dryer inside a wardrobe not accessible from the bathroom only to be used from the bed Furniture in wood needed maintenance ,negative
4163,The Park Grand London Paddington, I picked this as a stop over for the Heathrow Express as reasonably close to Paddington and the Underground Quiet and comfortable and much better ambiance and value than the converted properties in Bloomsbury around the BM where I stayed before Good choice Lots of wonderful eateries nearby ,positive
4164,The Park Grand London Paddington, Great location just a short walk to Paddington underground Kensington gardens and Harrods Staff were friendly,positive
4165,The Park Grand London Paddington, Room was dark and cramped not great value for money ,negative
4166,The Park Grand London Paddington, The location is OK less than 10 min walk from Paddington station ,positive
4167,The Park Grand London Paddington, The room is too small especially the toilet It does not have a proper shower area and everything is wet after one is taking a shower ,negative
4168,The Park Grand London Paddington, The room was very comfortable The shower was very good although it flooded the floor every time ,positive
4169,The Park Grand London Paddington, The shower flooded the floor every time The basement room had no opening windows to a grotty storage yard The bar shut too early ,negative
4170,The Park Grand London Paddington, Staff very helpful and riendly,positive
4171,The Park Grand London Paddington, Slight back room noise in our room from outside the staff did try to deal with it but couldn t do anything about it but did offer alternatives,negative
4172,The Park Grand London Paddington, Free wifi handyphone,positive
4173,The Park Grand London Paddington, We were transferred to grand park paddington court and was not able to see the rooms I booked The court s room toilet and bath is small not suited for 2 persons as expected,negative
4174,The Park Grand London Paddington, Location polite good staff especially at breakfas very good bed,positive
4175,The Park Grand London Paddington, room was on the ground floor named club room indeed good in size but with strange dispositioning of wardrobe hairdryer ,negative
4176,The Park Grand London Paddington, Excellent staff Friendly helpful and attentive Quiet area opposite a small park but close walking distance to bars restaurants and tube ,positive
4177,The Park Grand London Paddington, Nothing really other than room maybe slightly small for 3 people but manageable ,negative
4178,The Park Grand London Paddington, Had a double room which was small but well layed out and modern staff all very polite and breakfast was good Great location for Paddington station as had to get an early train ,positive
4179,The Park Grand London Paddington, Despite 5 rooms being paid for IN FULL in advance with a company credit card the hotel were still worried about something what I don t know so they insisted the person named on the credit card to be present even though they had already been paid Ridiculous One of our travellers paid for breakfast then when she sat down for breakfast they told her she had not paid when she had We will NOT be using this hotel again ,negative
4180,The Park Grand London Paddington, Food at Restaurant was simply awesome for an indian traveller The breakfast was superb Complimentary Mobile for the stay with free calling facility is great idea,positive
4181,The Park Grand London Paddington, The room was overall filthy i doubt if the bed sheets were changed before my arrival and the toilet cleaned found human hair in both The corridor smelled burned cooking oil from the kitchen It was one of the most disgusting hotels I ve stayed at It certainly didn t worth the amount of money i paid for it ,negative
4182,The Park Grand London Paddington, I was actually moved to the Paddington Court location a block away from the London Paddington still Park Grand chain I appreciated a modern comfortable well designed room that met all my needs even though it was tiny that s just London Short walk to either Paddington or Lancaster Gate stations in a very nice neighbourhood away from the tacky side of Paddington I would definitely return here in the future ,positive
4183,The Park Grand London Paddington, The breakfast buffet was ample but not high quality products I would suggest going elsewhere for a good English breakfast ,negative
4184,The Park Grand London Paddington, The staff was excellent each and every one of them ,positive
4185,The Park Grand London Paddington, We were there for 5 days it would be nice to have something different for breakfast not the exact same thing everyday There was only one elevator so sometimes it was a bit of a wait ,negative
4186,The Park Grand London Paddington, I was moved on arrival despite only booking that day Apparently there were maintenance issues but it didn t stop the group in front of me checking in The hotel I moved to was further away from where I needed to be small room was not the cleanest a bit tired and not somewhere I d have chosen to stay Overpriced and dissatisfied ,negative
4187,The Park Grand London Paddington, The lady cannot remember her name who checked me at the front desk was amazing full of energy and happy to assist me in any questions I had It was a pleasant way to start my stay ,positive
4188,The Park Grand London Paddington, Everything was fantastic only thing that could have been better is that my bed was too short ,negative
4189,The Park Grand London Paddington, Friendly and helpful staff who also let us store our luggage following check out The beds were very comfy even the sofabed Good shower My friend s and I were very impressed I would definitely stay again ,positive
4190,The Park Grand London Paddington, Nothing ,negative
4191,The Park Grand London Paddington, We booked a deluxe double room for 3 nights spent two nights in a compact double room No deluxe double rooms were available for us We also didnt get fresh towels on day two Definitely not 4 stars ,negative
4192,The Park Grand London Paddington, Really good staff excellent facilities the hotel was changed from the original booking but this was dealt with professionally by the staff ,positive
4193,The Park Grand London Paddington, There were no real restaurant facilities only the breakfast room and then the bar ,negative
4194,The Park Grand London Paddington, Incredibly helpful staff,positive
4195,The Park Grand London Paddington, Really helpful staff but staff were not allowed to kept the bar open after our visit to The Shard so eight of us had to have a drink in one bedroom,negative
4196,The Park Grand London Paddington, Staff were helpful and gave us an umbrella as it was raining heavily Check In was easy ,positive
4197,The Park Grand London Paddington, Basement room so no natural light Couldn g get room service on one of the nights Listed as 4 Star Hotel I wouldn t rate it that high compared to others I have stayed in ,negative
4198,The Park Grand London Paddington, Room not available on time Staff helped someone behind us before helping us Hotel insisted on photocopying my identification which I refused breakfast disappointing,negative
4199,The Park Grand London Paddington, The room was very good for the price considering the quality of the linens and comfort of the bed Also the cost of the breakfast was included and it was very copious with all the coffee we could possibly want and a very good selection of fruits yoghurt cereals breads pasties eggs among other offerings all included in the cost I booked on this site and got a very good rate for a triple room as we were traveling with a child Very good location near the train station we were leaving the next day and overall good value for the money ,positive
4200,The Park Grand London Paddington, The room was very difficult to access within the building which consists of townhouses that have been remodeled as a hotel We had to go up an elevator up some stairs down some others and it was confusing long and very difficult to handle with our heavy bags Thankfully the staff is attentive and responsive and there to help with luggage Another issue was that while the bed and room was clean the window was very dirty The window was also small due to the location of the room within the building ,negative
4201,The Park Grand London Paddington, When my daughter and her friend finally were given the correct room the one that I had reserved and paid for that was a relief ,positive
4202,The Park Grand London Paddington, The people behind the desk really ought to be able to read the details of a booking properly to avoid guests being misdirected to a considerably smaller room This took too much time to correct ,negative
4203,The Park Grand London Paddington, Nothing Not a good hotel The one next to it looked better and well maintained ,positive
4204,The Park Grand London Paddington, Bed was hard as a rock Worst nights sleep ever Bedroom was squashed was tiny no need for the word deluxe far from it No breakfast included and already paid 141 pound to stay Never staying again ,negative
4205,The Park Grand London Paddington, Personnel is very kind Rooms are very cosy and beds super comfortable Breakfast is very good ,positive
4206,The Park Grand London Paddington, Rooms are slightly small and there is just a little noise from the corridor because the floor is wood ,negative
4207,The Park Grand London Paddington, Our room was on the second floor clean quite and very comfy bed The shower was powerful and amazing Can t comment on food cause we didn t eat in the hotel Location was central next to Paddington station and the underground We do recommend the hotel and may use it again in the future ,positive
4208,The Park Grand London Paddington, The staff was really friendly for check in The room was clean and tidy The location is safe and close to the subway station ,positive
4209,The Park Grand London Paddington, There is no shower cabinet but the shower is only separated via curtain The complete bathroom was wet after taking 10 minutes shower At check in they offered to give us a local smart phone and we signed some papers It was supposed to be at room but we never received the phone even after calling the reception from the room twice When we asked at reception they apologized for it and told us there was a problem but I found it quite weird ,negative
4210,The Park Grand London Paddington, the room styling,positive
4211,The Park Grand London Paddington, poor staff that couldn t help me having to pay for the room before I checked out having a damp basement room that shouldn t have been rented out water stains on the ceiling,negative
4212,The Park Grand London Paddington, Location is the greatest advantage for property ,positive
4213,The Park Grand London Paddington, The booking was done for Deluxe Double room and from 23rd I called them ahead to tell them I will be checking only on 24th Morning I land up to find the reservation was on hold even though they had charged me on the previous day itself Once it got unblocked they provided me a Compact Room where if you walk you will hit a wall When I enquired about the same the staff was unapologetic and started explaining how the Victorian buildings tend to become smaller on higher floors When I was not buying the story they provided me the actual Deluxe Double Room that is more comfy The staffs arrogance and lack of coordination is seriously needs to be looked at During all these commotion that manager didn t even bother to come out from his Palace ,negative
4214,The Park Grand London Paddington, Extra friendly staff and a free room upgrade Best room I ve had in London Wish I could have stayed a week Location works well in a tidy and upmarket area Would recommend ,positive
4215,The Park Grand London Paddington, Nothing springs to mind I didn t take advantage of the breakfast deal Portobello Market was waiting so couldn t rate that ,negative
